mrna_F.50179058.003S mrna_F.50179060.003S mrna_F.50179062.003S mrna_F.50179066.003S mrna_F.50179064.003S mrna_F.50179068.003S mrna_F.50179071.003S mrna_F.50179073.003S mrna_F.50179075.003S mrna_F.50179077.003S mrna_F.50179079.003S mrna_F.50179081.003S mrna_F.50179083.003S mrna_F.50179085.003S mrna_F.50179087.003S mrna_F.50179089.003S mrna_F.50179091.003S mrna_F.50179093.003S mrna_F.50179095.003S mrna_F.50179097.003S mrna_F.50179099.003S mrna_F.50179101.003S mrna_F.50179105.003S mrna_F.50179106.003S mrna_F.50179108.003S mrna_F.50179110.003S mrna_F.50179112.003S mrna_F.50179114.003S mrna_F.50179116.003S mrna_F.50179118.003S mrna_F.50179120.003S mrna_F.50179122.003S mrna_F.50179123.003S mrna_F.50179125.003S mrna_F.50179127.003S mrna_F.50179129.003S mrna_F.50179131.003S mrna_F.50179133.003S mrna_F.50179135.003S mrna_F.50179137.003S mrna_F.50179139.003S mrna_F.50179141.003S mrna_F.50179143.003S mrna_F.50179145.003S mrna_F.50179147.003S mrna_F.50179149.003S mrna_F.50179151.003S mrna_F.50179153.003S mrna_F.50179155.003S mrna_F.50179157.003S mrna_F.50179159.003S mrna_F.50179161.003S mrna_F.50179163.003S mrna_F.50179165.003S mrna_F.50179167.003S mrna_F.50179169.003S mrna_F.50179171.003S mrna_F.50179173.003S mrna_F.50179176.003S mrna_F.50179182.003S mrna_F.50179184.003S mrna_F.50179186.003S mrna_F.50179188.003S mrna_F.50179190.003S mrna_F.50179192.003S mrna_F.50179194.003S mrna_F.50179196.003S mrna_F.50179198.003S mrna_F.50179200.003S mrna_F.50179201.003S mrna_F.50179203.003S mrna_F.50179205.003S mrna_F.50179207.003S mrna_F.50179209.003S mrna_F.50179211.003S mrna_F.50179213.003S mrna_F.50179215.003S mrna_F.50179217.003S mrna_F.50179219.003S mrna_F.50179221.003S mrna_F.50179223.003S mrna_F.50179225.003S mrna_F.50179227.003S mrna_F.50179229.003S mrna_F.50179231.003S mrna_F.50179233.003S mrna_F.50179235.003S mrna_F.50179237.003S mrna_F.50179239.003S mrna_F.50179241.003S mrna_F.50179243.003S mrna_F.50179245.003S mrna_F.50179247.003S mrna_F.50179249.003S mrna_F.50179251.003S mrna_F.50179253.003S mrna_F.50179255.003S mrna_F.50179257.003S mrna_F.50179259.003S mrna_F.50179261.003S mrna_F.50179263.003S mrna_F.50179265.003S mrna_F.50179267.003S mrna_F.50179269.003S mrna_F.50179271.003S
K20708 298 4 0 1 1 9 3 1 1 2 1 0 2 5 1 1 0 3 0 3 1 0 0 1 0 0 1 2 0 0 1 5 1 4 2 8 3 5 0 0 1 21 28 11 0 1 0 3 4 1 3 1 72 0 5 8 3 2 12 47 2 2 1 4 1 4 1 1 0 1 1 1 13 1 19 0 0 8 1 0 3 2 3 4 2 2 2 4 0 3 1 0 1 3 33 2 83 71 3 150 0 20 3 5 3
K20712 0 1 0 7 0 1 0 0 0 0 0 2 3 0 2 0 1 1 0 1 0.99 1 1 0 0 0 0 1 1 0 0 0 7 0 0 0 0 1 0 0 1 4.23 0 3 4 0 4 0 6.5 0 4 3.76 0 1 6 11 2 0 2 0 37.76 1 1 3 12 0 1 1 0 5 4 2 0 5.39 1 0 1 0 10 0 1 0 1 5 0 1 0 0 3 0 1 0 5 9 0 1 1 0 3 0 3 2.75 2 0 7.99
K20717 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 1
K20724 0 0 2 2 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 2 0 0 0 0 0 1 1 0 0 0 0 3 0 1 1 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 1 0 2 0 0 0 0 0 0 0 0 0 0 0
K20736 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
K20741 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 2 0 0 0 0 0 1 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 1 0 0 2 0 0 0 0 2 1 1 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
K20742 11.72 17.79 6 22.39 6 8 32.75 1 3.73 10 12.77 4 25.88 7.46 11.88 2 9 10.64 4.26 30.99 11.15 7.93 30 11.1 4.1 2 6 17 4 3 7 17.04 10 6.09 7 7 1 10.39 6 2 9.44 31.22 9 17.94 70.61 3 64.42 6 28.12 2 36.59 237.82 8 9.42 33.37 15.02 43 11 21.24 47 70.89 10 2.39 10.72 48.05 10.22 39.36 24.34 12 15.61 15.31 31.65 23.33 46.97 37.47 15 100.85 13.95 85.66 78.73 62.83 12 43.74 86.03 14.84 36.08 6 4 150.91 7 17.9 11 53.73 30.91 7 29.06 12 10 10.26 21.99 11 3 11 2 35.37
K20750 0 0 0 2 0 0 0 0 0 0 1 0 3 1 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 2 0 0 0 5 0 2 0 0 0 0 1.7 0 1 1 0.14 0 1.95 5 0 0 1 0.89 0 1 0 0 3 2 0 0 0 1 1 3 0 0 1 0 1 1 3 0 1 0 1 2 1 0 0 0 1 0 0 0 1 2 1 0 0 0 1 1 1 1 0 1 1
K20757 0 1 23 0 0 1 4 0 0 0 0 1 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 5 0 0 9 0 0 0 0 0 2 0 3 3 0 7 0 1 0 1 7 5 0 0 5 1 0 2 1 33.99 1 0 2 4 0 1 0 0 7 2 0 2 3 0 5 0 1 4 3 3 0 0 2 0 0 0 1 1 0 4 15 3 1 0 6 0 1 3 0 5 2 1 0 4
K20765 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
K20772 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
K20777 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
K20791 0 0 2 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
K20792 0 0 1 1 0 0 1 1 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 2 0 1 0 0 0 2 0 1 0 0 1 0 0 3 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 4 0 0
K20801 5 19 3 70 1 18 27 6 8 9 9 6 56 8 27 5 5 43 4 20 15 7 0 15 4 10 13 30 9 2 20 12 10 10 23 1 4 14 12 1 7 32 8 36 46 5 60 4 55 2 52 29 6 24 42 28 21 16 14 17 116 33 4 22 81 5 12 4 3 13 27 33 27 35 22 5 7 3 93 34 16 17 47 65 18 22 10 2 34 10 32 19 42 53 0 6 9 16 23 2 12 10 21 2 33
K20803 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
K20810 0 0 0 0 0 0 0 0 0 1 2 0 1 0 3 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 2 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 1 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
K20811 0 0 1 0 0 1 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 2 0 1 0 0 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 2 0 1 0 0 0 0 0 0 0 0 0 0 0 0 2 0 1 0 0 2 0 1 0 0 0 0 0 0 0 6 0 1 0 0 0 0 0 0 0 0 0 13 0 0 0 0 0 0 0 0 0 0
K20814 5.27 0 1 0 0 9 4.16 0 7 1.09 1 3.34 3.23 6.49 0 7.12 3 1 5 0 11.99 1 3 0 3 3 3 1.06 2 2 6 0 0 2.06 3 1 5 3 0 5 4 0 1 2 0 0 3 3.2 0 1 2 0 14 0 2 0 0 0 4 0 0 0 5.62 5 0 2 1.16 1 0 3 0 7 0 0 1 5.23 3.29 1 0 0 0 2 4 0 2 1 0 0 0 0 0 1 0 12 18.16 1 0 0 0 0 0 0 5 0 0
K20815 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
K20817 0 0 0 0 0 1 1 0 1 0 0 0 2 0 1 0 0 3 0 1 1 4 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 1 0 0 1 0 2 1 0 2 0 1 0 0 1 0 0 0 0 0 0 0 0 4 4 0 2 1 0 1 0 0 0 2 2 2 1 0 0 0 0 0 0 0 1 0 0 0 3 0 0 2 1 3 0 0 2 0 1 0 1 0 0 1 0 0 0 2
K20823 1 0 0 2 0 0 0 2 0 0 0 0 0 0 1 1 1 0 0 0 2 0 0 0 0 0 0 0 0 1 0 2 0 2 1 0 1 0 1 3 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
K20826 0 0 2 6 0 0 6 4 0 0 2 0 0 0 1 0 0 0 0 1 0 0 0 0 0 3 0 0 2 0 0 5 0 2 0 0 1 0 0 8 4 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 2 0 0 0 0 0 0 1 0 0 0 0 1 2 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
K20827 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
K20829 0 0 0 63 0 0 0 1 0 0 0 0 0 0 76 0 33 12 0 161 1 0 0 0 0 0 4 63 0 0 1 7 0 1 1 0 0 0 4 0 0 0 17 0 1 0 0 0 0 0 0 1 8 0 0 0 0 0 2 0 127 51 0 0 0 0 0 0 0 0 0 4 0 6 0 0 0 0 0 10 0 0 2 0 5 0 0 0 0 10 46 0 0 0 1 0 0 0 0 0 3 0 0 0 0
K20831 2 3 1 6 0 2 15 1 0 2 4 0 5 3 8 3 4 6 3 1 2 1 0 2 1 3 2 2 1 0 8 3 3 2 1 1 1 2 0 1 4 6 0 5 4.5 3 2 2 15 0 3 2 1 4 16 4 7 0 6 0 4.53 1 1 4 7 1 0 4 1 4 13.52 13 4 6 3 1 5 7 16 3.28 2 3 7 9 5 5 1 0 15.55 1 15 4 11 22 4 5 1 1 3 3 3 0 8 1 11
K20838 1 0 0 0 0 3 0 0 1.5 1 1.33 0 2 2 2 0 0 0 1 0 1 0 2 6 0 2 1 0 2 0 0 2 3 1.5 2 2 0 0 0 2 1 0 0 0 1 1 1 0 0 0 0 0 0 0 3 1.5 5.95 0 0 4.28 2 0 0 0 0 2 0 7.5 0 4.34 2 0 0 0 3.5 0 11.95 1 0 0 6 1 2 2 0 0 0 2 0 0 0 0 0 0 0 2 2.73 1 0 1 0 0 0 0 0
K20843 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0
K20846 0 3 0 6.19 1 1 1 0 1 0 4 0 6.82 0 2 0 0 1 3 2 0 1 2 0 1 1 0 2 2 0 2 1 0 1 1 0 0 1 4 0 2 12.82 1 13 3.11 0.32 2 0 1 0 2 1 12 3 5 8.55 1 0 1 4 8.03 1 2 4 7 1 5.77 0 0 1 2 8.02 2 0 1 2 4 2 5 0 8.71 6 3 3 3 9.71 5.39 4 4 3 3 3.59 3 2 4.42 5 3 3 2 2 0 1 9 2 4
K20859 6 37 5.45 44 6 8 54 4 16 4 8 8 45.16 11 13 8 2 25 22 18 6 9 9 5 10 3 8 14 21 1 15 14 11 8 7 25 15 22 25 8 12 55 40 84 26 6 74 10 40.97 1 83 22 2 21.89 57 122 31 7 15 13 45 16 23 66 41 12 11 5 14 14 14 49 25.9 24 35 1 8 8 16 31 11 24 52 61 9 48 16 2 100 14 124 9 42 71 9 25 24 20 59 11 31 7 29 21 113
K20860 3 3 1 4 1 4 1 0 2.67 1 4 5 1 1 0 12.04 1 3.49 2 3 7 1 0.98 4 0 2 5 4 4 1 4 3 9.29 2 5 0 2 5.43 3.83 9.02 1.04 7.39 2.28 7.54 4.47 1 6 3 7 2 1 5 7.28 5 2 1 5 1 8 11.68 0 1.16 2.02 5 7.61 9.82 1 1 0 15.46 2 5 3 3.58 2 1 2 4 1 2 4 0 4.75 0 1 5.94 9.69 0 4 1 5.65 7 2 6 12.04 21.38 64.48 1.83 3 2 1.82 13.67 4 5.46 14.24
K20861 2018.9 219.1 114 92.08 96 2390 204 310 326.86 254 100 500 264 869.42 150 1020 528 102 65.02 284 1270 58 501.08 74 852.02 20 1056 254 226.86 166 184 46 28 940.02 120 330.82 1039.98 62 40 398 233.86 157.96 67.98 126.86 67.54 636 41.7 1862.02 78 46 483.32 101.62 1412 238 899.98 145.96 253.64 36 1138 186.02 46 48.88 1629.72 309.12 202.62 1068.08 90 820.64 16 747.98 84 364.68 2558 22 285.98 46 122 568 82 26 160 84.02 1558.04 153.2 833.04 54 66 138.8 120 112.58 56.06 319.14 87.38 216.42 1524 44.82 483.92 132.02 36.76 193.92 47.5 263.04 154 63.82 43.9
K20862 4 30 0 34 8 0 12 0 8 0 0 10 12 2 8 4 0 8 52 8 4 32 0 4 0 2 4 4 22 12 6 2 64 0 0 52 12 4 6 10 20 638 4 58 50 2 198 2 2 2 58 118 40 8 6 137.98 28 8 48 6 691.98 8 84 8 82 28 20 4 37.98 168 37.98 22 14 44 74 34 70 6 36 44 2 2 2 32 4 14 102 0 98 50 22 0 44 54 2 40 70 32 92 26 44 293.92 88 14 40
K20866 2 2 4 2 0 0 2 0 2 0 0 0 12 0 4 0 2 2 0 2 2 0 4 0 0 0 4 2 0 0 0 2 4 4 2 6 0 6 2 0 0 6 10 2 4 4 14 0 6 0 8 6 4 4 24 2 8 2 18 20 12 4 0 6 2 4 4 0 0 12 0 2 6 8 36 0 2 0 2 2 4 0 14 2 2 8 2 2 2 2 26 0 4 22 2 5.84 2 2 2 8 2 4 6 2 4
K20867 0 0 2 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
K20872 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 3 0 0 4 0 0 0 0 3 0 0 14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 3 0 0 0 0 0 0 72 0 0 2 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
K20876 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
K20877 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
K20878 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
K20879 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
K20884 1 1 0 8 0 0 2 1 0 0 5 1 2 3 0 0 1 8 1 2 1 2 1 0 1 0 0 2 0 1 2 1 0 0 1 3 0 1 1 0 0 0 0 9 5 0 3 1 14 0 3 4 0 0 19 1 1 0 1 1 2 1 0 20 7 1 0 2 0 1 3 28 1 4 1 0 1 0 19 5 0 0 7 5 1 1 0 0 8 1 6.41 2 3 16 0 3 1 0 1 0 0 1 0 0 0
K20885 0 0 0 0 0 0 2 0 0 0 0 0 3 1 1 0 2 2 1 0 0 1 0 0 1 0 0 1 1 0 0 2 3 0 0 0 1 2 0 0 0 0 0 0 0 1 0 0 2 0 0 1 0 0 0 0 0 0 2 0 4 1 0 0 0 0 0 0 0 7 1 1 1 0 0 0 0 0 3 0 0 0 0 0 0 3 1 0 4 0 1 0 3 0 0 3 0 0 1 1 1 1 0 0 0
K20888 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
K20895 1 0 1 2 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 2 0 0 0 0 0 4 0 0 0 0 1 0 0 2 0 0 0 0 1 0 0 5 4 2 1 1 0 0 0 0 2 0 2 0 0 1 0 1 0 0 2 0 0 0 0 0 0 4 0 0 1 4 1 0 0 0 0 0 2 0 1 0 4 1 0 0 0
K20896 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0
K20900 2 0 0 2 0 0 0 0 0 0 0 0 0 6 0 0 0 0 2 0 2 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 2 0 0 0 0 0 6 0 2 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 6 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 2 2 0 0 0 0 0 0 0 0 2 0 0 0 0 0 2 0 0 0
K20901 0 0 12 2 0 0 0 0 0 0 0 0 3.12 0 0 0 0 0 0 0 0 2 2 0 0 0 2 0 2 0 0 0 4 0 0 2 0 2 0 0 2 6 0 2.46 0 0 0 0 0 0 0 0 0 0 0 1.74 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 2 1.32 0 0 0 2 0 2 0 6 0 0 0 0 0 2 0 0 0 0 2 0 4 2 2 0 0 0 3.2 2 0 0
K20902 26.78 208 271.4 66.46 12 2 37.5 24 2 4 12 22 72 7 16 12 16.88 83.66 40 27.62 62.28 47.7 32 27.8 8 12 42.44 28 18.94 55.72 60.32 36.86 0 23 47.42 0 9.4 8 159.4 15.94 13 26 26 10 11.72 4 30 39.8 135.34 29 80 252.14 127.34 32 22 28 28 24 64 8 30.12 28 14 12 28.18 8 76 47.86 79.38 185.62 30.2 212.92 31 95.44 94 42.54 21.34 34.6 135.18 36.92 72 37 24 20 10 124.08 2 24.26 27 75.82 62.74 28.12 222.94 28.02 106.18 59.62 48 20 12 28 12 0 30 14 86
K20903 27.2 247.33 164.89 227.41 48.82 48.86 156.54 69.45 52.21 41.74 22.9 69.11 253.87 74.4 79.33 33.6 53.51 169.37 168.79 67.32 37 27.98 0 57.94 35.86 63.47 83.51 134.95 267.93 3.94 68.66 89.38 789.89 89.72 57.94 293.44 51.49 185.46 70.16 39.28 118.07 537.13 75.68 256.2 145.82 17.36 467.62 9 315.86 6 271.1 198.11 15.13 46.43 252.18 373.39 94.15 31.8 132.33 148.12 1782.12 164.57 26 128.22 313.01 36.22 55.14 57.97 42.84 228.63 81.32 154.99 70.81 325.35 184.72 21.09 97.16 26.53 314.78 116.74 33.72 60.99 234.12 264.53 33.39 225.83 159.09 21.06 266 53.03 364.15 20.16 179.5 327.51 9 421.53 160.56 66.41 120.93 70.13 205.42 142.4 259.81 55.96 511.04
K20904 7.8 117.6 68.1 129.59 7.18 8 44.32 35.55 30.08 24.26 11.7 55.31 148.36 21.6 48.45 14.54 24.48 121.88 64.4 47.68 10.38 19.02 0 40.06 18.14 31.27 55.49 61.05 79.62 3 73.34 57.27 368.2 37.22 29.94 146.77 27.44 82.68 57.84 26.73 76.65 263.78 20.32 148.42 75.82 2.64 262.25 3 172.02 0 161.54 109.48 17.67 19.57 110.71 193.01 46.65 29.2 66.47 88.3 1026.88 77.19 9 51.78 149.37 7.78 31.86 34.04 30.16 136.85 74.58 58.36 51.19 172.1 58.32 10.43 50.15 13.04 221.22 105.18 25.28 38.01 98.47 145.8 19.61 126.01 60.43 2.94 171.65 21.97 273.76 9.56 114.13 178.49 2 313.18 112.19 22.4 56.18 30.67 113.5 95.28 130.94 17.04 304.25
K20906 74 177 13 691 104 119 285 129 147 190.99 114 393 1176 109 336 81 183.99 627 289 380 108 566 772 358 127 226 283 175 368.01 139 621 288 594.2 293.99 403 0 283 431 393 99.99 147 457 206 272.98 342 66 445 141.99 781.08 21 480.01 187 63 183 255 215 357 163 304 412 2245 327 176 178 330 40 228 68 207 398.1 281 330 380 721 337 112 82 94 497 319 843.63 206 176 378 68 822 125.81 83 322.73 110 302 191 480 390.97 23 374 393 176 110 115 209 266 732 64 485.83
K20907 73.34 236 5 647.29 95.23 132 427.55 232.97 160.73 218.62 55.18 347.17 1584.04 111.53 342.63 159.39 223.52 591 352 338.75 129.42 537.4 4 599.93 137.11 294.45 586.85 243.45 297.39 87.18 689.62 375.12 808.78 333.81 548.42 0 319.8 630.84 421.36 107 119.14 443.1 177.29 299.59 375.94 86 547.41 58 723.9 29 584.62 190.68 44.49 173.72 259.97 218.72 436.4 210.38 356.61 554.28 2450.59 366.57 190 178.17 398.58 41.27 279 76.4 210.49 579.43 295.77 332.41 480.23 752.46 311.71 72.55 86.92 45 634.41 228 772.68 248.86 155 440.6 46.19 924.18 122.43 172.75 341.59 112.98 315.65 178 546.9 414.55 17 592 470.62 177.66 96.52 118.73 253.84 261.17 1021.43 74.6 614.42
K20910 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0
K20912 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
